ICD-10-CM Diagnosis Code & Name	Uniqe Patient Count
S61.411D Laceration without foreign body of right hand, subs encntr	97
S61.411S Laceration without foreign body of right hand, sequela	12
S61.412A Laceration without foreign body of left hand, init encntr	1,011
S61.412D Laceration without foreign body of left hand, subs encntr	123
S61.412S Laceration without foreign body of left hand, sequela	11
S61.419A Laceration without foreign body of unsp hand, init encntr	40
S61.419D Laceration without foreign body of unsp hand, subs encntr	8
S61.421A Laceration with foreign body of right hand, init encntr	34
S61.422A Laceration with foreign body of left hand, initial encounter	33
S61.422D Laceration with foreign body of left hand, subs encntr	3
S61.422S Laceration with foreign body of left hand, sequela	1
S61.429A Laceration with foreign body of unsp hand, init encntr	2
S61.429D Laceration with foreign body of unsp hand, subs encntr	1
S61.431A Puncture wound w/o foreign body of right hand, init encntr	124
S61.431D Puncture wound w/o foreign body of right hand, subs encntr	5
S61.431S Puncture wound without foreign body of right hand, sequela	3
S61.432A Puncture wound w/o foreign body of left hand, init encntr	133
S61.432D Puncture wound w/o foreign body of left hand, subs encntr	12
S61.432S Puncture wound without foreign body of left hand, sequela	3
S61.439A Puncture wound w/o foreign body of unsp hand, init encntr	9
S61.441A Puncture wound with foreign body of right hand, init encntr	28
S61.441D Puncture wound with foreign body of right hand, subs encntr	3
S61.442A Puncture wound with foreign body of left hand, init encntr	45
S61.442D Puncture wound with foreign body of left hand, subs encntr	4
S61.442S Puncture wound with foreign body of left hand, sequela	1
S61.449A Puncture wound with foreign body of unsp hand, init encntr	6
S61.449D Puncture wound with foreign body of unsp hand, subs encntr	1
S61.451A Open bite of right hand, initial encounter	329
S61.451D Open bite of right hand, subsequent encounter	42
S61.451S Open bite of right hand, sequela	5
S61.452A Open bite of left hand, initial encounter	227
S61.452D Open bite of left hand, subsequent encounter	33
S61.452S Open bite of left hand, sequela	6
S61.459A Open bite of unspecified hand, initial encounter	10
S61.459D Open bite of unspecified hand, subsequent encounter	4
S61.459S Open bite of unspecified hand, sequela	1
S61.501A Unspecified open wound of right wrist, initial encounter	18
S61.501D Unspecified open wound of right wrist, subsequent encounter	5
S61.502A Unspecified open wound of left wrist, initial encounter	19
S61.502D Unspecified open wound of left wrist, subsequent encounter	7
S61.502S Unspecified open wound of left wrist, sequela	1
S61.509A Unspecified open wound of unspecified wrist, init encntr	1
S61.509D Unspecified open wound of unspecified wrist, subs encntr	1
S61.511A Laceration without foreign body of right wrist, init encntr	160
S61.511D Laceration without foreign body of right wrist, subs encntr	27
S61.511S Laceration without foreign body of right wrist, sequela	1
S61.512A Laceration without foreign body of left wrist, init encntr	233
S61.512D Laceration without foreign body of left wrist, subs encntr	29
S61.512S Laceration without foreign body of left wrist, sequela	2
S61.519A Laceration without foreign body of unsp wrist, init encntr	13
S61.519D Laceration without foreign body of unsp wrist, subs encntr	2
S61.521A Laceration with foreign body of right wrist, init encntr	2
S61.522A Laceration with foreign body of left wrist, init encntr	4
S61.529A Laceration with foreign body of unsp wrist, init encntr	1
S61.531A Puncture wound w/o foreign body of right wrist, init encntr	10
S61.532A Puncture wound w/o foreign body of left wrist, init encntr	15
S61.532D Puncture wound w/o foreign body of left wrist, subs encntr	1
S61.539A Puncture wound w/o foreign body of unsp wrist, init encntr	2
S61.541A Puncture wound with foreign body of right wrist, init encntr	7
S61.542A Puncture wound with foreign body of left wrist, init encntr	5
S61.551A Open bite of right wrist, initial encounter	48
S61.551D Open bite of right wrist, subsequent encounter	7
S61.551S Open bite of right wrist, sequela	1
S61.552A Open bite of left wrist, initial encounter	35
S61.552D Open bite of left wrist, subsequent encounter	5
S61.552S Open bite of left wrist, sequela	1
S61.559A Open bite of unspecified wrist, initial encounter	1
S62.001A Unsp fracture of navicular bone of right wrist, init	83
S62.001D Unsp fx navicular bone of r wrist, subs for fx w routn heal	79
S62.001G Unsp fx navicular bone of r wrist, subs for fx w delay heal	6
S62.001K Unsp fx navicular bone of r wrist, subs for fx w nonunion	26
S62.001S Unsp fracture of navicular bone of right wrist, sequela	8
S62.002A Unsp fracture of navicular bone of left wrist, init	70
S62.002D Unsp fx navicular bone of l wrist, subs for fx w routn heal	64
S62.002G Unsp fx navicular bone of l wrist, subs for fx w delay heal	10
S62.002K Unsp fx navicular bone of left wrist, subs for fx w nonunion	18
S62.002S Unsp fracture of navicular bone of left wrist, sequela	5
S62.009A Unsp fracture of navicular bone of unsp wrist, init	3
S62.009D Unsp fx navic bone of unsp wrist, subs for fx w routn heal	3
S62.009P Unsp fx navicular bone of unsp wrist, subs for fx w malunion	1
S62.009S Unsp fracture of navicular bone of unsp wrist, sequela	1
S62.011A Disp fx of distal pole of navicular bone of r wrist, init	10
S62.011B Disp fx of dist pole of navic bone of r wrs, init for opn fx	1
S62.011D Disp fx of dist pole of navic bone of r wrs, 7thD	12
S62.011G Disp fx of dist pole of navic bone of r wrs, 7thG	1
S62.011K Disp fx of dist pole of navic bone of r wrs, 7thK	5
S62.012A Disp fx of distal pole of navicular bone of left wrist, init	12
S62.012B Disp fx of dist pole of navic bone of l wrs, init for opn fx	3
S62.012D Disp fx of dist pole of navic bone of l wrs, 7thD	8
S62.012K Disp fx of dist pole of navic bone of l wrs, 7thK	3
S62.014A Nondisp fx of distal pole of navicular bone of r wrist, init	14
S62.014D Nondisp fx of dist pole of navic bone of r wrs, 7thD	7
S62.014K Nondisp fx of dist pole of navic bone of r wrs, 7thK	1
S62.014S Nondisp fx of distal pole of navic bone of r wrist, sequela	2
S62.015A Nondisp fx of distal pole of navicular bone of l wrist, init	11
S62.015D Nondisp fx of dist pole of navic bone of l wrs, 7thD	11
S62.015G Nondisp fx of dist pole of navic bone of l wrs, 7thG	1
S62.015S Nondisp fx of distal pole of navic bone of l wrist, sequela	1
S62.021A Disp fx of middle third of navicular bone of r wrist, init	16
S62.021B Disp fx of mid 3rd of navic bone of r wrist, init for opn fx	1
S62.021D Disp fx of mid 3rd of navic bone of r wrs, 7thD	17
S62.021G Disp fx of mid 3rd of navic bone of r wrs, 7thG	4
S62.021K Disp fx of mid 3rd of navic bone of r wrs, 7thK	14
S62.021P Disp fx of mid 3rd of navic bone of r wrs, 7thP	2
S62.021S Disp fx of middle third of navic bone of r wrist, sequela	2
S62.022A Disp fx of middle third of navicular bone of l wrist, init	14
S62.022D Disp fx of mid 3rd of navic bone of l wrs, 7thD	12
S62.022G Disp fx of mid 3rd of navic bone of l wrs, 7thG	1
S62.022K Disp fx of mid 3rd of navic bone of l wrs, 7thK	11
S62.022S Disp fx of middle third of navic bone of l wrist, sequela	1
S62.023S Disp fx of middle third of navic bone of unsp wrist, sequela	1
S62.024A Nondisp fx of middle third of navic bone of r wrist, init	34
S62.024D Nondisp fx of mid 3rd of navic bone of r wrs, 7thD	35
S62.024G Nondisp fx of mid 3rd of navic bone of r wrs, 7thG	5
S62.024K Nondisp fx of mid 3rd of navic bone of r wrs, 7thK	6
S62.024S Nondisp fx of middle third of navic bone of r wrist, sequela	2
S62.025A Nondisp fx of middle third of navic bone of l wrist, init	29
S62.025D Nondisp fx of mid 3rd of navic bone of l wrs, 7thD	27
S62.025G Nondisp fx of mid 3rd of navic bone of l wrs, 7thG	3
S62.025K Nondisp fx of mid 3rd of navic bone of l wrs, 7thK	9
S62.025P Nondisp fx of mid 3rd of navic bone of l wrs, 7thP	1
S62.031A Disp fx of proximal third of navicular bone of r wrist, init	13
S62.031D Disp fx of prox 3rd of navic bone of r wrs, 7thD	7
S62.031G Disp fx of prox 3rd of navic bone of r wrs, 7thG	1
S62.031K Disp fx of prox 3rd of navic bone of r wrs, 7thK	10
S62.031S Disp fx of proximal third of navic bone of r wrist, sequela	1
S62.032A Disp fx of proximal third of navicular bone of l wrist, init	7
S62.032D Disp fx of prox 3rd of navic bone of l wrs, 7thD	8
S62.032G Disp fx of prox 3rd of navic bone of l wrs, 7thG	2
S62.032K Disp fx of prox 3rd of navic bone of l wrs, 7thK	7
S62.034A Nondisp fx of proximal third of navic bone of r wrist, init	4
S62.034D Nondisp fx of prox 3rd of navic bone of r wrs, 7thD	8
S62.034K Nondisp fx of prox 3rd of navic bone of r wrs, 7thK	3
S62.035A Nondisp fx of proximal third of navic bone of l wrist, init	7
S62.035D Nondisp fx of prox 3rd of navic bone of l wrs, 7thD	8
S62.035G Nondisp fx of prox 3rd of navic bone of l wrs, 7thG	2
S62.035K Nondisp fx of prox 3rd of navic bone of l wrs, 7thK	2
S62.035S Nondisp fx of prox third of navic bone of l wrist, sequela	1
S62.101A Fracture of unsp carpal bone, right wrist, init for clos fx	301
S62.101B Fracture of unsp carpal bone, right wrist, init for opn fx	7
S62.101D Fx unsp carpal bone, right wrist, subs for fx w routn heal	375
S62.101G Fx unsp carpal bone, right wrist, subs for fx w delay heal	9
S62.101K Fx unsp carpal bone, right wrist, subs for fx w nonunion	7
S62.101P Fx unsp carpal bone, right wrist, subs for fx w malunion	2
S62.101S Fracture of unspecified carpal bone, right wrist, sequela	74
S62.102A Fracture of unsp carpal bone, left wrist, init for clos fx	388
S62.102B Fracture of unsp carpal bone, left wrist, init for opn fx	8
S62.102D Fx unsp carpal bone, left wrist, subs for fx w routn heal	461
S62.102G Fx unsp carpal bone, left wrist, subs for fx w delay heal	11
S62.102K Fx unsp carpal bone, left wrist, subs for fx w nonunion	5
S62.102P Fx unsp carpal bone, left wrist, subs for fx w malunion	3
S62.102S Fracture of unspecified carpal bone, left wrist, sequela	67
S62.109A Fracture of unsp carpal bone, unsp wrist, init for clos fx	20
S62.109B Fracture of unsp carpal bone, unsp wrist, init for opn fx	1
S62.109D Fx unsp carpal bone, unsp wrist, subs for fx w routn heal	11
S62.109P Fx unsp carpal bone, unsp wrist, subs for fx w malunion	1
S62.109S Fracture of unsp carpal bone, unspecified wrist, sequela	6
S62.111A Disp fx of triquetrum bone, right wrist, init for clos fx	48
S62.111D Disp fx of triquetrum bone, r wrs, subs for fx w routn heal	28
S62.111K Disp fx of triquetrum bone, r wrist, subs for fx w nonunion	1
S62.111S Displaced fracture of triquetrum bone, right wrist, sequela	3
S62.112A Disp fx of triquetrum bone, left wrist, init for clos fx	42
S62.112B Disp fx of triquetrum bone, left wrist, init for opn fx	1
S62.112D Disp fx of triquetrum bone, l wrs, subs for fx w routn heal	17
S62.112G Disp fx of triquetrum bone, l wrs, subs for fx w delay heal	1
S62.112S Displaced fracture of triquetrum bone, left wrist, sequela	1
S62.114A Nondisp fx of triquetrum bone, right wrist, init for clos fx	17
S62.114D Nondisp fx of triquetrum bone, r wrs, 7thD	9
S62.114G Nondisp fx of triquetrum bone, r wrs, 7thG	1
S62.114S Nondisp fx of triquetrum bone, right wrist, sequela	1
S62.115A Nondisp fx of triquetrum bone, left wrist, init for clos fx	14
S62.115B Nondisp fx of triquetrum bone, left wrist, init for opn fx	1
S62.115D Nondisp fx of triquetrum bone, l wrs, 7thD	12
S62.115S Nondisp fx of triquetrum bone, left wrist, sequela	2
S62.116D Nondisp fx of triquetrum bone, unsp wrs, 7thD	2
S62.121A Disp fx of lunate, right wrist, init for clos fx	9
S62.121D Disp fx of lunate, right wrist, subs for fx w routn heal	3
S62.122A Disp fx of lunate, left wrist, init for clos fx	6
S62.122D Disp fx of lunate, left wrist, subs for fx w routn heal	4
S62.122G Disp fx of lunate, left wrist, subs for fx w delay heal	1
S62.124A Nondisp fx of lunate, right wrist, init for clos fx	1
S62.125A Nondisp fx of lunate, left wrist, init for clos fx	1
S62.125P Nondisp fx of lunate, left wrist, subs for fx w malunion	1
S62.131A Disp fx of capitate bone, right wrist, init for clos fx	1
S62.132A Disp fx of capitate bone, left wrist, init for clos fx	4
S62.132D Disp fx of capitate bone, l wrist, subs for fx w routn heal	3
S62.132G Disp fx of capitate bone, l wrist, subs for fx w delay heal	1
S62.134A Nondisp fx of capitate bone, right wrist, init for clos fx	1
S62.134D Nondisp fx of capitate bone, r wrs, subs for fx w routn heal	1
S62.135A Nondisp fx of capitate bone, left wrist, init for clos fx	2
S62.135D Nondisp fx of capitate bone, l wrs, subs for fx w routn heal	2
S62.141A Disp fx of body of hamate bone, right wrist, init	10
S62.141D Disp fx of body of hamate bone, r wrs, 7thD	5
S62.141G Disp fx of body of hamate bone, r wrs, 7thG	1
S62.142A Disp fx of body of hamate bone, left wrist, init for clos fx	4
S62.142D Disp fx of body of hamate bone, l wrs, 7thD	2
S62.142S Disp fx of body of hamate bone, left wrist, sequela	1
S62.143A Disp fx of body of hamate bone, unsp wrist, init for clos fx	2
S62.143D Disp fx of body of hamate bone, unsp wrs, 7thD	2
